Date,MA,PYPL,V
2023-06-08,361.7945556640625,64.09183502197266,218.4678192138672
2023-06-09,363.3988952636719,63.34356689453125,218.96730041503906
2023-06-12,369.3928527832031,63.583011627197266,221.52369689941406
2023-06-13,365.5248718261719,63.41340637207031,218.81060791015625
2023-06-14,368.8515319824219,63.453311920166016,218.8497772216797
2023-06-15,373.0640869140625,65.6981201171875,221.52369689941406
2023-06-16,370.5936584472656,66.27678680419922,224.2073974609375
2023-06-20,368.7137451171875,68.73110961914062,221.81753540039062
2023-06-21,370.20977783203125,68.03273010253906,222.58151245117188
2023-06-22,371.8436584472656,68.41184997558594,223.69808959960938
2023-06-23,373.8219299316406,66.78561401367188,224.8342742919922
2023-06-26,371.4696044921875,66.2867660522461,221.65101623535156
2023-06-27,375.7707214355469,66.0772476196289,222.66964721679688
2023-06-28,374.2353515625,65.8777084350586,223.2769317626953
2023-06-29,381.55804443359375,65.70809936523438,229.5062713623047
2023-06-30,387.0992431640625,66.57609558105469,232.60134887695312
2023-07-03,387.74884033203125,67.94293212890625,233.08128356933594
2023-07-05,388.5067138671875,68.69120025634766,234.53086853027344
